id,problem_number,Predicted Value,True Label,Predicted Label,latency_0,rrot_0,ptm_0,rlt_0,acc_0,latency_1,rrot_1,ptm_1,rlt_1,acc_1,latency_2,rrot_2,ptm_2,rlt_2,acc_2
0,0,0.05739184,0,0,3.4623050689697266,1.444124622,0.9570156107005356,0.43799722144137654,1,5.2500388622283936,1.714273025,0.5428036010376375,0.067591881,1,6.237606525421143,0.48095371,0.8386149364676894,0.020900645057944794,1
0,1,0.04248345,0,0,2.8995676040649414,1.034637025,0.7193555332468805,0.14768408896598054,1,4.036050796508789,0.991067804,0.6233494390554128,0.1327758313802065,0,7.213208436965942,0.415903689,0.6333478423534862,0.700973782,1
0,2,0.17014968,0,0,3.771038293838501,1.856252696,0.9647051333207376,0.15725642483376176,1,3.035670757293701,1.976498929,0.807538167,0.3611425901140874,1,6.214584112167358,0.482735441,0.7059329990234635,0.6818718555428599,1
0,3,0.8411547,0,1,6.253962755203247,1.43908756,0.7380664357447253,0.00427409,1,2.524774074554444,1.584300172,0.502104332,0.042447362,1,7.769410848617554,0.772259328,0.7307812793841367,0.5848667406759812,1
0,4,0.05324774,0,0,6.091303825378418,2.626695443,0.7342697275079187,0.031763315,1,2.7176835536956787,1.471841707,0.4967833720757233,0.226740895,1,9.104779005,0.439329719,0.5386369067578539,0.5539892837809711,1
0,5,0.2376893,0,0,5.033094644546509,1.986849186,0.7334016665072445,0.2052097313764923,1,2.483195304870605,1.610827788,0.4686783990386416,0.10790532643723194,1,7.869686126708984,0.635349354,0.7058184927040255,0.6573451490596947,1
0,6,0.06254308,0,0,5.622323513031006,1.422899266,0.6622297687757139,0.15517427945659593,1,5.8371522426605225,0.685265663,0.593458909,0.3981975976238237,0,6.985254526138306,0.286317412,0.7259649567519769,0.8043586642354773,1
0,7,0.041571703,0,0,4.436336994171143,0.676233569,0.44732850606227603,0.1601997325563357,1,5.099336385726929,1.37272764,0.4162894618845986,0.001268793,0,6.597546815872192,0.15157149,0.8040215777243036,0.8339387583790642,1
0,8,0.07482943,0,0,6.086959600448608,1.642856312,0.8852021951321543,0.21225539264342672,1,4.617192745,0.866327273,0.7167385427940773,0.21457193897754603,1,8.646570682525635,0.231305575,0.6665706222262313,0.6637891726942493,1
0,9,0.05715109,0,0,3.041851521,0,0.998280153,0,1,8.365723848342896,1.43442459,0.5534631651669119,0.016824605084145277,0,9.537439823150637,0.314549822,0.6212023467361978,0.756399006,0
0,10,0.037252057,0,0,4.699534655,0.425574051,0.9051768552913997,0.5354998281649197,1,8.302293062210083,0.843140557,0.4757516953932117,0.24316173674713978,0,7.951311111450195,0.251530845,0.7209704059690875,0.033130385203068755,1
0,11,0.04909173,0,0,5.7774927616119385,2.250110997,0.7889841126699594,0.15320313439262762,1,8.541347742080688,1.053697879,0.6381100693421418,0.069157704,0,7.866468906402588,0.635609199,0.5904669624060328,0.5143527608299696,1
0,12,0.05744822,0,0,3.381175994873047,0.591510174,0.9968040720448158,0.2278112707460793,1,3.511691808700561,0.85428909,0.6270567350355699,0.3975975330587188,1,7.276014804840088,0.549751493,0.49995775126408454,0.6179330472238318,1
0,13,0.060789373,0,0,3.3845551013946533,0.295459808,0.7574762186466231,0.8163022663939196,1,7.869652032852173,0.762422528,0.6115721482836699,0.091316617,1,7.765211105,0.386338499,0.8088975193042617,0.7523195339768419,1
0,14,0.12790221,0,0,4.115408420562744,1.457935492,0.8772786637465013,9.840027006227896,1,4.544337034225464,1.540378706,0.5846529383730374,0.12421173776129227,1,12.55910062789917,0.636988287,0.5505712713716655,3.649114005679771,1
0,15,0.0851077,0,0,5.9004762172698975,2.372689845,0.8805526551903226,0.071519651,1,3.6362791061401367,1.375031964,0.45789664417702114,0.024706574324519736,1,11.521741151809692,0.954716814,0.6409309064207596,0.039391615731397545,1
0,16,0.23159553,0,0,5.118059873580933,1.367705766,0.6283279366488091,0.1973658036366256,1,4.672015428543091,0.856161556,0.5591633931812878,0.16486889047351944,1,7.788580417633057,0.770358612,0.67643007,0.033163938245022624,1
0,17,0.27643925,0,0,7.142236232757568,0.700060854,0.9039255759138236,0.070143297,1,3.326472520828247,0.90185624,0.3471845905122738,0.3210578152452475,1,10.704524755477903,0.280255319,0.6963971003180224,0.7402551893713919,1
0,18,0.18650812,0,0,9.609942913,1.35276558,0.759380161,0.009323677,1,4.179368973,0.957082283,0.4696618108571472,0.5337743603242604,1,8.876841306686401,0.675916105,0.466094848,0.2608675676397906,1
